<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.19	16:30:00	107925	108030	107740	107910	125037	430685	5
2022.05.19	16:45:00	107905	107955	107705	107775	119605	390260	5
2022.05.19	17:00:00	107775	107785	107625	107680	56206	186438	5
2022.05.19	17:15:00	107685	107735	107645	107705	35768	123866	5
2022.05.19	17:30:00	107700	107755	107660	107700	31515	106507	5
2022.05.19	17:45:00	107695	107860	107645	107860	18007	67624	5
2022.05.20	09:00:00	108650	109075	108445	108885	234464	553058	5
2022.05.20	09:15:00	108885	109145	108865	109035	129005	347452	5
2022.05.20	09:30:00	109030	109105	108960	109085	81960	246835	5
2022.05.20	09:45:00	109085	109495	109050	109080	194612	568646	5
2022.05.20	10:00:00	109080	109335	108995	109155	219304	625669	5
2022.05.20	10:15:00	109155	109250	108935	109160	176693	494630	5
2022.05.20	10:30:00	109155	109445	109000	109300	324822	894423	5
2022.05.20	10:45:00	109305	109510	109085	109455	228354	633056	5
2022.05.20	11:00:00	109450	109520	109035	109205	233125	663356	5
2022.05.20	11:15:00	109210	109525	109075	109510	206670	602933	5
2022.05.20	11:30:00	109515	109630	109230	109235	197886	583150	5
2022.05.20	11:45:00	109240	109330	108825	108905	208910	641156	5
2022.05.20	12:00:00	108905	108920	108600	108730	167893	512859	5
2022.05.20	12:15:00	108730	108800	108480	108750	158876	503781	5
2022.05.20	12:30:00	108755	108970	108655	108685	146539	436786	5
2022.05.20	12:45:00	108685	108935	108675	108800	112657	332638	5
2022.05.20	13:00:00	108800	108875	108460	108765	156232	479138	5
2022.05.20	13:15:00	108765	108835	108650	108680	96490	290184	5
2022.05.20	13:30:00	108685	108760	108360	108390	129878	407090	5
2022.05.20	13:45:00	108390	108505	108255	108430	150735	457211	5
2022.05.20	14:00:00	108430	108440	108140	108285	158393	483814	5
2022.05.20	14:15:00	108280	108340	108165	108200	106751	328039	5
2022.05.20	14:30:00	108200	108540	108165	108500	165235	531747	5
2022.05.20	14:45:00	108500	108710	108400	108645	166680	515548	5
2022.05.20	15:00:00	108650	108725	108430	108575	144148	447856	5
2022.05.20	15:15:00	108575	108660	108410	108540	129067	401941	5
2022.05.20	15:30:00	108540	108815	108365	108800	139004	441034	5
2022.05.20	15:45:00	108800	109040	108660	108885	153349	482619	5
2022.05.20	16:00:00	108885	109050	108675	108705	119499	367044	5
2022.05.20	16:15:00	108700	108930	108620	108915	128834	403334	5
2022.05.20	16:30:00	108915	109495	108810	109355	192942	637814	5
2022.05.20	16:45:00	109355	109580	109295	109435	148628	462112	5
2022.05.20	17:00:00	109430	109455	109195	109260	74339	240378	5
2022.05.20	17:15:00	109260	109415	109210	109290	47698	154543	5
2022.05.20	17:30:00	109290	109455	109290	109440	34453	110933	5
2022.05.20	17:45:00	109440	109685	109405	109410	27004	88595	5
2022.05.23	09:00:00	110050	110590	110000	110355	209468	524006	5
2022.05.23	09:15:00	110355	110560	110310	110405	128290	330130	5
2022.05.23	09:30:00	110400	110420	110245	110280	116257	319013	5
2022.05.23	09:45:00	110280	110300	110145	110150	101199	295652	5
2022.05.23	10:00:00	110150	110480	110115	110305	193649	522602	5
2022.05.23	10:15:00	110305	110355	110065	110230	184832	526159	5
2022.05.23	10:30:00	110230	110445	110020	110340	308424	887701	5
2022.05.23	10:45:00	110345	110520	110005	110045	283009	820943	5
2022.05.23	11:00:00	110045	110135	109840	110000	284745	847163	5
2022.05.23	11:15:00	110000	110535	109985	110530	250097	736781	5
2022.05.23	11:30:00	110530	110860	110460	110810	229653	730227	5
2022.05.23	11:45:00	110810	110950	110745	110940	168978	517414	5
2022.05.23	12:00:00	110935	111065	110860	110990	150607	477220	5
2022.05.23	12:15:00	110995	111090	110930	111010	123264	386720	5
2022.05.23	12:30:00	111005	111265	110995	111170	149682	496228	5
2022.05.23	12:45:00	111165	111200	111045	111095	98153	315909	5
2022.05.23	13:00:00	111090	111245	111080	111170	89881	292595	5
2022.05.23	13:15:00	111175	111285	111140	111190	81191	264889	5
2022.05.23	13:30:00	111190	111245	111090	111215	79781	258985	5
2022.05.23	13:45:00	111210	111245	111010	111090	88165	297291	5
2022.05.23	14:00:00	111090	111175	111030	111150	75354	254252	5
2022.05.23	14:15:00	111145	111150	110930	111110	114787	377474	5
2022.05.23	14:30:00	111115	111210	111070	111155	92235	305532	5
2022.05.23	14:45:00	111155	111370	111130	111350	117851	395984	5
2022.05.23	15:00:00	111350	111410	111195	111285	120793	408180	5
2022.05.23	15:15:00	111285	111330	111220	111315	68042	232783	5
2022.05.23	15:30:00	111315	111490	111270	111485	82280	292913	5
2022.05.23	15:45:00	111490	111515	111270	111325	120617	422698	5
2022.05.23	16:00:00	111320	111460	111250	111270	99392	343755	5
2022.05.23	16:15:00	111270	111335	111220	111285	77511	259171	5
2022.05.23	16:30:00	111285	111375	111230	111275	93766	330540	5
2022.05.23	16:45:00	111275	111490	111190	111450	124511	439842	5
2022.05.23	17:00:00	111450	111465	111270	111335	65643	218522	5
2022.05.23	17:15:00	111335	111365	111225	111265	42627	161619	5
2022.05.23	17:30:00	111265	111350	111255	111330	34465	124482	5
2022.05.23	17:45:00	111335	111450	111320	111450	19395	83149	5
2022.05.24	09:00:00	110200	110350	109715	109890	229633	595968	5
2022.05.24	09:15:00	109895	109980	109725	109775	123282	341408	5
2022.05.24	09:30:00	109780	109925	109750	109800	92704	274834	5
2022.05.24	09:45:00	109795	109950	109710	109855	135208	404038	5
2022.05.24	10:00:00	109860	110265	109750	110145	289600	864478	5
2022.05.24	10:15:00	110145	110530	110115	110270	249184	760217	5
2022.05.24	10:30:00	110265	110380	109560	110090	364156	1081183	5
2022.05.24	10:45:00	110085	110380	109935	109990	282972	825070	5
2022.05.24	11:00:00	109990	109995	109475	109520	262711	803016	5
2022.05.24	11:15:00	109520	109730	109345	109690	213555	643150	5
2022.05.24	11:30:00	109690	109710	109365	109430	203745	588969	5
2022.05.24	11:45:00	109430	109485	109125	109400	200582	619018	5
2022.05.24	12:00:00	109405	109520	109335	109445	138384	441564	5
2022.05.24	12:15:00	109445	109565	109210	109470	141566	452030	5
2022.05.24	12:30:00	109470	110170	109385	110120	187921	598719	5
2022.05.24	12:45:00	110120	110515	110085	110255	204556	658519	5
2022.05.24	13:00:00	110255	110295	110100	110240	124718	388234	5
2022.05.24	13:15:00	110245	110385	109970	109990	146022	458192	5
2022.05.24	13:30:00	109985	110070	109675	109680	121551	372984	5
2022.05.24	13:45:00	109680	110065	109650	109935	158550	529350	5
2022.05.24	14:00:00	109930	110005	109765	109880	109453	352351	5
2022.05.24	14:15:00	109880	109975	109790	109930	88809	284354	5
2022.05.24	14:30:00	109930	110080	109770	109980	127843	435049	5
2022.05.24	14:45:00	109975	110195	109955	110175	125754	425746	5
2022.05.24	15:00:00	110180	110640	110065	110475	173434	603682	5
2022.05.24	15:15:00	110470	110500	110105	110170	142679	459130	5
2022.05.24	15:30:00	110170	110390	110070	110090	134563	444678	5
2022.05.24	15:45:00	110085	110130	109860	110000	133534	431702	5
2022.05.24	16:00:00	110005	110240	109985	110215	117413	381040	5
2022.05.24	16:15:00	110210	110720	110185	110670	166537	553535	5
2022.05.24	16:30:00	110665	111410	110630	111250	210768	749295	5
2022.05.24	16:45:00	111250	111370	111035	111345	153687	490930	5
2022.05.24	17:00:00	111340	111410	111150	111200	81890	246997	5
2022.05.24	17:15:00	111200	111285	111155	111245	35802	113197	5
2022.05.24	17:30:00	111245	111415	111190	111370	41999	130257	5
2022.05.24	17:45:00	111365	111530	111355	111365	23995	82312	5
2022.05.25	09:00:00	110815	110860	110445	110640	172547	420196	5
2022.05.25	09:15:00	110640	110770	110550	110585	106435	285266	5
2022.05.25	09:30:00	110585	110715	110415	110540	149984	414549	5
2022.05.25	09:45:00	110545	110800	110540	110580	114499	316734	5
2022.05.25	10:00:00	110580	110920	110365	110570	267263	757250	5
2022.05.25	10:15:00	110575	110725	110275	110300	202294	581869	5
2022.05.25	10:30:00	110300	111035	110295	110780	332921	950155	5
2022.05.25	10:45:00	110780	110970	110610	110930	222188	626825	5
2022.05.25	11:00:00	110930	111050	110740	110945	210500	596150	5
2022.05.25	11:15:00	110940	111225	110905	111100	184566	539567	5
2022.05.25	11:30:00	111105	111155	110865	111040	143215	414037	5
2022.05.25	11:45:00	111040	111165	110825	111100	138577	406100	5
2022.05.25	12:00:00	111095	111175	110925	110995	122935	349248	5
2022.05.25	12:15:00	110995	111245	110940	111205	94538	286229	5
2022.05.25	12:30:00	111205	111245	110810	111015	150470	455237	5
2022.05.25	12:45:00	111010	111140	110960	111080	86613	253423	5
2022.05.25	13:00:00	111080	111150	110945	111100	76943	226758	5
2022.05.25	13:15:00	111100	111140	110730	110790	97286	291525	5
2022.05.25	13:30:00	110790	110940	110730	110920	106252	318518	5
2022.05.25	13:45:00	110920	110950	110805	110910	72258	217319	5
2022.05.25	14:00:00	110910	110945	110715	110880	92661	287505	5
2022.05.25	14:15:00	110875	110990	110820	110970	98076	310174	5
2022.05.25	14:30:00	110965	111040	110915	111025	80233	257837	5
2022.05.25	14:45:00	111025	111050	110855	110915	71019	218042	5
2022.05.25	15:00:00	110910	111230	110545	110955	317827	949069	5
2022.05.25	15:15:00	110955	111290	110775	111240	175337	508180	5
2022.05.25	15:30:00	111240	111325	111090	111170	139846	435121	5
2022.05.25	15:45:00	111165	111470	111125	111360	129419	409423	5
2022.05.25	16:00:00	111360	111640	111310	111635	115936	386132	5
2022.05.25	16:15:00	111635	111745	111455	111460	104385	342572	5
2022.05.25	16:30:00	111465	111555	111355	111380	81547	257598	5
2022.05.25	16:45:00	111375	111390	111200	111235	100776	313377	5
2022.05.25	17:00:00	111240	111365	111190	111250	59501	174586	5
2022.05.25	17:15:00	111255	111280	110955	111095	71208	213148	5
2022.05.25	17:30:00	111090	111170	111025	111135	37294	105651	5
2022.05.25	17:45:00	111135	111195	110895	110895	21502	63227	5
2022.05.26	09:00:00	111500	111910	111470	111510	149359	351211	5
2022.05.26	09:15:00	111505	111545	111400	111415	78351	200557	5
2022.05.26	09:30:00	111420	111445	111085	111190	158897	429500	5
2022.05.26	09:45:00	111185	111255	111090	111150	93327	262609	5
2022.05.26	10:00:00	111150	111355	111100	111145	169640	472037	5
2022.05.26	10:15:00	111140	111250	110945	111155	204072	576294	5
2022.05.26	10:30:00	111155	111620	111005	111435	327486	934308	5
2022.05.26	10:45:00	111440	112200	111430	112150	264279	782471	5
2022.05.26	11:00:00	112150	112415	112125	112360	183249	591405	5
2022.05.26	11:15:00	112365	112465	112275	112340	113287	374286	5
2022.05.26	11:30:00	112335	112380	112210	112220	95723	317256	5
2022.05.26	11:45:00	112220	112440	112210	112375	112927	344246	5
2022.05.26	12:00:00	112370	112440	112325	112425	74599	238180	5
2022.05.26	12:15:00	112420	112485	112335	112385	71721	240671	5
2022.05.26	12:30:00	112385	112575	112365	112445	96031	318198	5
2022.05.26	12:45:00	112450	112450	112305	112405	72974	241751	5
2022.05.26	13:00:00	112405	112525	112370	112465	67112	236061	5
2022.05.26	13:15:00	112465	112500	112415	112495	45267	167037	5
2022.05.26	13:30:00	112495	112540	112445	112475	42577	162220	5
2022.05.26	13:45:00	112480	112620	112465	112560	62739	244238	5
2022.05.26	14:00:00	112560	112650	112480	112510	85018	304691	5
2022.05.26	14:15:00	112510	112520	112380	112390	77087	260591	5
2022.05.26	14:30:00	112395	112420	112290	112320	82135	274206	5
2022.05.26	14:45:00	112325	112405	112270	112370	73941	253760	5
2022.05.26	15:00:00	112365	112445	112310	112430	72333	261649	5
2022.05.26	15:15:00	112430	112750	112395	112665	133232	480769	5
2022.05.26	15:30:00	112665	112705	112540	112630	94501	337111	5
2022.05.26	15:45:00	112630	112720	112570	112685	85386	290553	5
2022.05.26	16:00:00	112685	112735	112560	112590	89600	307281	5
2022.05.26	16:15:00	112590	112690	112505	112610	102674	352631	5
2022.05.26	16:30:00	112605	112775	112595	112765	98109	360775	5
2022.05.26	16:45:00	112770	112790	112615	112625	97472	393234	5
2022.05.26	17:00:00	112625	112640	112450	112480	75182	260262	5
2022.05.26	17:15:00	112480	112525	112420	112455	47902	167259	5
2022.05.26	17:30:00	112455	112590	112410	112555	48279	152429	5
2022.05.26	17:45:00	112555	112670	112510	112640	27456	104121	5
2022.05.27	09:00:00	112300	112375	111960	112220	154965	368039	5
2022.05.27	09:15:00	112225	112430	112180	112390	97546	257064	5
2022.05.27	09:30:00	112385	112785	112280	112585	229151	656080	5
2022.05.27	09:45:00	112585	112685	112335	112350	141197	402897	5
2022.05.27	10:00:00	112350	112475	112275	112300	194029	592307	5
2022.05.27	10:15:00	112300	112515	112190	112490	203652	592489	5
2022.05.27	10:30:00	112485	112705	112290	112300	279127	825063	5
2022.05.27	10:45:00	112300	112795	112295	112565	212674	645842	5
2022.05.27	11:00:00	112560	112585	112100	112135	230635	712608	5
2022.05.27	11:15:00	112140	112525	112080	112465	160604	490160	5
2022.05.27	11:30:00	112470	112600	112405	112545	116175	358615	5
2022.05.27	11:45:00	112540	112860	112490	112740	171937	529071	5
2022.05.27	12:00:00	112740	112770	112460	112580	133282	408922	5
2022.05.27	12:15:00	112580	112655	112485	112635	77674	231052	5
2022.05.27	12:30:00	112635	112685	112560	112655	69765	213844	5
2022.05.27	12:45:00	112650	112735	112540	112555	71788	219758	5
2022.05.27	13:00:00	112555	112630	112500	112610	59735	192334	5
2022.05.27	13:15:00	112610	112625	112485	112535	65250	200729	5
2022.05.27	13:30:00	112535	112595	112460	112560	65602	201555	5
2022.05.27	13:45:00	112565	112575	112335	112465	89296	277179	5
2022.05.27	14:00:00	112465	112620	112440	112540	81412	251043	5
2022.05.27	14:15:00	112545	112560	112335	112385	70248	223812	5
2022.05.27	14:30:00	112390	112615	112360	112600	86658	277896	5
2022.05.27	14:45:00	112605	112880	112600	112845	105595	361658	5
2022.05.27	15:00:00	112850	113045	112805	113035	112614	381222	5
2022.05.27	15:15:00	113035	113080	112850	112870	87770	315001	5
2022.05.27	15:30:00	112865	112960	112825	112930	66114	222293	5
2022.05.27	15:45:00	112935	112975	112800	112840	61132	210254	5
2022.05.27	16:00:00	112840	112925	112825	112920	62738	211410	5
2022.05.27	16:15:00	112915	112940	112660	112660	86953	318343	5
2022.05.27	16:30:00	112665	112675	112420	112530	123206	438774	5
2022.05.27	16:45:00	112530	112550	112325	112535	104986	353802	5
2022.05.27	17:00:00	112535	112555	112425	112440	59027	180591	5
2022.05.27	17:15:00	112440	112530	112420	112520	26727	85412	5
2022.05.27	17:30:00	112525	112620	112480	112550	34479	108364	5
2022.05.27	17:45:00	112550	112585	112470	112470	15436	46120	5
2022.05.30	09:00:00	113215	113615	113180	113570	123955	332150	5
2022.05.30	09:15:00	113570	113680	113425	113515	100101	271623	5
