<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.03.17	11:15:00	72595	73550	72085	73360	115098	187611	5
2020.03.17	11:30:00	73350	73660	72575	73280	110940	175726	5
2020.03.17	11:45:00	73280	74000	73135	73680	118620	190695	5
2020.03.17	12:00:00	73680	75345	73350	75255	121264	200610	5
2020.03.17	12:15:00	75255	75495	74605	74935	118635	183980	5
2020.03.17	12:30:00	74940	75710	74825	75370	113756	186188	5
2020.03.17	12:45:00	75370	76305	75285	76115	108216	182895	5
2020.03.17	13:00:00	76115	77410	75940	77250	104298	171357	5
2020.03.17	13:15:00	77255	77270	76095	76215	94191	156745	5
2020.03.17	13:30:00	76220	76490	75465	75895	113436	173327	5
2020.03.17	13:45:00	75905	76375	74840	75315	106539	156853	5
2020.03.17	14:00:00	75315	75640	74130	74270	125270	177239	5
2020.03.17	14:15:00	74260	74950	74000	74710	99028	144182	5
2020.03.17	14:30:00	74700	75955	74370	75895	129016	185557	5
2020.03.17	14:45:00	75890	76150	74815	75735	86723	132191	5
2020.03.17	15:00:00	75740	76570	75280	76470	98538	151139	5
2020.03.17	15:15:00	76470	76780	75570	76305	124406	175627	5
2020.03.17	15:30:00	76300	76510	75700	75750	116082	162408	5
2020.03.17	15:45:00	75740	76025	74900	75910	117422	172656	5
2020.03.17	16:00:00	75910	75935	74685	75445	136493	202618	5
2020.03.17	16:15:00	75450	75840	74505	74560	116248	176839	5
2020.03.17	16:30:00	74565	75345	74240	74935	107731	176193	5
2020.03.17	16:45:00	74940	75940	74480	75720	123334	215434	5
2020.03.17	17:00:00	75720	75800	73310	73665	46610	83486	5
2020.03.17	17:15:00	73710	73725	72700	73280	30931	53882	5
2020.03.17	17:30:00	73285	74020	73120	73605	30980	45460	5
2020.03.17	17:45:00	73600	73825	73300	73300	9743	17664	5
2020.03.18	09:00:00	67255	68285	67255	67635	18642	52014	5
2020.03.18	09:15:00	67640	68070	67310	67500	26283	40274	5
2020.03.18	09:30:00	67475	67510	67255	67335	11521	27162	5
2020.03.18	09:45:00	67330	67650	67325	67550	15332	23958	5
2020.03.18	10:00:00	67550	68840	67400	68230	28434	45591	5
2020.03.18	10:15:00	68225	68400	67515	67790	35656	49785	5
2020.03.18	10:30:00	67815	69425	67755	69300	93914	150402	5
2020.03.18	10:45:00	69295	70195	68800	69915	146965	218937	5
2020.03.18	11:00:00	69910	70300	69220	69780	113841	180726	5
2020.03.18	11:15:00	69770	70190	68820	69260	105105	156034	5
2020.03.18	11:30:00	69255	69525	68620	68850	113565	163258	5
2020.03.18	11:45:00	68855	68950	67825	68050	109810	158784	5
2020.03.18	12:00:00	68045	68450	67300	67320	97153	139139	5
2020.03.18	12:15:00	67320	67945	67255	67670	53253	88507	5
2020.03.18	12:30:00	67670	67975	67255	67255	63839	91899	5
2020.03.18	12:45:00	67255	67860	67255	67600	52725	77688	5
2020.03.18	13:00:00	67595	67665	67255	67260	40445	71107	5
2020.03.18	13:15:00	67260	67280	67255	67255	1362	5780	5
2020.03.18	13:30:00	67255	67255	67255	67255	27	78	5
2020.03.18	13:45:00	67255	67255	67255	67255	39	61	5
2020.03.18	14:00:00	65635	66280	65240	65885	6755	17958	5
2020.03.18	14:15:00	65880	65885	63620	63700	84675	136589	5
2020.03.18	14:30:00	63700	63740	63520	63685	12662	39104	5
2020.03.18	14:45:00	63685	63765	63520	63550	17178	39967	5
2020.03.18	15:00:00	63540	63630	63520	63520	4344	16524	5
2020.03.18	15:15:00	63520	63555	63520	63520	702	4259	5
2020.03.18	15:30:00	63520	63550	63520	63520	1481	10506	5
2020.03.18	15:45:00	63520	63995	63520	63900	4248	19326	5
2020.03.18	16:00:00	63900	66530	63760	66405	19254	60436	5
2020.03.18	16:15:00	66410	66670	63925	64175	37449	81017	5
2020.03.18	16:30:00	64215	64945	63885	64720	39167	65676	5
2020.03.18	16:45:00	64740	66150	64570	65935	59332	94891	5
2020.03.18	17:00:00	65935	67480	65650	67365	45904	84354	5
2020.03.18	17:15:00	67370	68400	67220	68075	28875	52766	5
2020.03.18	17:30:00	68100	68220	67600	67815	16639	28090	5
2020.03.18	17:45:00	67835	68100	67710	68100	6567	16202	5
2020.03.19	09:00:00	66150	66770	64800	65085	45628	70360	5
2020.03.19	09:15:00	65105	65370	64045	64400	62045	85910	5
2020.03.19	09:30:00	64395	64480	63255	63890	78429	119901	5
2020.03.19	09:45:00	63870	64950	63700	64065	74923	121144	5
2020.03.19	10:00:00	64070	64865	63800	64080	55697	85754	5
2020.03.19	10:15:00	64080	65080	63700	63700	60044	89051	5
2020.03.19	10:30:00	63930	64150	61450	61725	77794	124333	5
2020.03.19	10:45:00	61750	63175	61725	63145	86182	131653	5
2020.03.19	11:00:00	63145	64610	62350	64570	104043	166821	5
2020.03.19	11:15:00	64565	64910	63345	63840	87384	167873	5
2020.03.19	11:30:00	63840	64810	62825	63425	80743	149547	5
2020.03.19	11:45:00	63400	64095	62585	63560	126991	194732	5
2020.03.19	12:00:00	63540	64700	63245	64570	128114	182486	5
2020.03.19	12:15:00	64565	66610	64155	66610	84284	133625	5
2020.03.19	12:30:00	66610	67925	65830	66115	103666	175886	5
2020.03.19	12:45:00	66120	67285	65315	65905	55315	101522	5
2020.03.19	13:00:00	65800	66275	64865	66170	71813	127664	5
2020.03.19	13:15:00	66185	66250	64960	65840	77908	111644	5
2020.03.19	13:30:00	65845	66300	65200	65845	70191	105950	5
2020.03.19	13:45:00	65855	66670	65610	65815	82743	119075	5
2020.03.19	14:00:00	65810	66975	65655	66575	92597	128397	5
2020.03.19	14:15:00	66585	67940	66555	66950	119436	165910	5
2020.03.19	14:30:00	66955	67500	66565	67350	95243	120652	5
2020.03.19	14:45:00	67350	69000	67250	68855	112778	164072	5
2020.03.19	15:00:00	68850	68950	67940	68935	100236	135875	5
2020.03.19	15:15:00	68925	69320	68375	68865	103253	142187	5
2020.03.19	15:30:00	68870	70000	68595	69735	98003	145332	5
2020.03.19	15:45:00	69735	70060	69230	69865	92236	136374	5
2020.03.19	16:00:00	69860	69910	67370	68435	140346	212548	5
2020.03.19	16:15:00	68440	69315	68365	69125	104977	153928	5
2020.03.19	16:30:00	69125	69500	68565	69200	86824	130456	5
2020.03.19	16:45:00	69200	69255	67085	67335	119255	176817	5
2020.03.19	17:00:00	67340	68045	66465	66780	67866	108008	5
2020.03.19	17:15:00	66825	67840	66320	67700	46165	72373	5
2020.03.19	17:30:00	67700	67700	65800	65920	68099	97549	5
2020.03.19	17:45:00	65925	66165	65220	65500	32920	52348	5
2020.03.20	09:00:00	69805	71700	69520	70855	76648	129206	5
2020.03.20	09:15:00	70850	70890	69865	69900	109683	157433	5
2020.03.20	09:30:00	69905	70475	69465	69610	129086	188064	5
2020.03.20	09:45:00	69635	70310	69475	69765	105185	153501	5
2020.03.20	10:00:00	69765	70995	69680	70930	141319	211805	5
2020.03.20	10:15:00	70930	71300	70175	71070	155740	226161	5
2020.03.20	10:30:00	71065	71615	70000	70095	191600	288072	5
2020.03.20	10:45:00	70095	71135	69860	70320	207942	297723	5
2020.03.20	11:00:00	70310	70930	69920	70145	146379	221938	5
2020.03.20	11:15:00	70140	71400	70120	71090	144272	214825	5
2020.03.20	11:30:00	71095	71930	71085	71260	154110	234324	5
2020.03.20	11:45:00	71255	72300	71020	71990	148222	230230	5
2020.03.20	12:00:00	71985	72385	71190	71285	164168	256043	5
2020.03.20	12:15:00	71285	71435	69070	69715	164378	276460	5
2020.03.20	12:30:00	69740	70140	69140	69955	161752	255450	5
2020.03.20	12:45:00	69950	70510	69740	70125	131446	215851	5
2020.03.20	13:00:00	70125	70270	68725	69155	163748	269768	5
2020.03.20	13:15:00	69150	69250	67625	67865	163578	279701	5
2020.03.20	13:30:00	67865	69045	67705	68750	161351	256146	5
2020.03.20	13:45:00	68750	69730	68490	69065	131180	218842	5
2020.03.20	14:00:00	69070	70090	68965	69495	144859	223672	5
2020.03.20	14:15:00	69495	70180	69050	69570	155139	229189	5
2020.03.20	14:30:00	69565	69940	69115	69445	154690	224555	5
2020.03.20	14:45:00	69440	70000	69265	69815	124641	184649	5
2020.03.20	15:00:00	69810	70345	69420	69425	137107	210516	5
2020.03.20	15:15:00	69440	69480	67930	68080	203949	312139	5
2020.03.20	15:30:00	68075	68390	67110	67600	194742	291817	5
2020.03.20	15:45:00	67600	68110	66505	66815	190544	292807	5
2020.03.20	16:00:00	66820	67300	66150	67145	223527	340754	5
2020.03.20	16:15:00	67135	67515	65780	66755	188392	303488	5
2020.03.20	16:30:00	66745	67435	66520	66745	185110	270266	5
2020.03.20	16:45:00	66750	67250	66210	66445	183607	282511	5
2020.03.20	17:00:00	66445	67850	66325	67060	91149	167355	5
2020.03.20	17:15:00	67060	67670	66410	66680	60527	106543	5
2020.03.20	17:30:00	66660	67225	66200	66315	43004	70602	5
2020.03.20	17:45:00	66310	66695	65870	66390	18383	40607	5
2020.03.23	09:00:00	64240	66360	64240	66360	22425	49350	5
2020.03.23	09:15:00	67290	69965	67220	67775	27740	58907	5
2020.03.23	09:30:00	67765	68980	67275	68420	80499	136215	5
2020.03.23	09:45:00	68425	68590	67515	67755	117993	181626	5
2020.03.23	10:00:00	67750	67900	66530	66580	128542	218039	5
2020.03.23	10:15:00	66580	66890	64070	64340	157717	279144	5
2020.03.23	10:30:00	64335	65235	63240	63240	116654	203522	5
2020.03.23	10:45:00	63410	65125	63330	64815	175187	276534	5
2020.03.23	11:00:00	64810	65215	63650	64960	196969	292392	5
2020.03.23	11:15:00	64960	65290	63575	64280	234512	327700	5
2020.03.23	11:30:00	64285	65130	63940	64890	219389	315310	5
2020.03.23	11:45:00	64885	64905	63530	63760	177053	258250	5
2020.03.23	12:00:00	63760	64195	63100	63275	155253	234628	5
2020.03.23	12:15:00	63280	63465	62540	62585	157367	247172	5
2020.03.23	12:30:00	62590	63170	61935	62010	153890	266095	5
2020.03.23	12:45:00	62010	62945	61900	62905	142815	231987	5
2020.03.23	13:00:00	62905	63330	62435	62905	164360	267226	5
2020.03.23	13:15:00	62905	63985	62785	63570	178557	288943	5
2020.03.23	13:30:00	63575	64000	63180	63805	139545	215881	5
2020.03.23	13:45:00	63810	64600	63610	64325	141016	240022	5
2020.03.23	14:00:00	64325	65060	64100	64915	133193	239571	5
2020.03.23	14:15:00	64915	64995	63790	63840	128872	229424	5
2020.03.23	14:30:00	63835	64030	63200	63365	159537	276375	5
2020.03.23	14:45:00	63370	64695	63015	63570	207398	336034	5
2020.03.23	15:00:00	63575	64070	63115	63585	179618	282871	5
2020.03.23	15:15:00	63580	63980	63150	63820	147680	254608	5
2020.03.23	15:30:00	63825	63875	63375	63735	126469	229690	5
2020.03.23	15:45:00	63740	63925	63235	63325	116019	224994	5
2020.03.23	16:00:00	63325	63760	62625	62820	156342	278863	5
2020.03.23	16:15:00	62815	62935	62050	62355	138582	246958	5
2020.03.23	16:30:00	62355	63120	62175	62940	135464	243470	5
2020.03.23	16:45:00	62940	63615	62720	63315	138305	254361	5
2020.03.23	17:00:00	63315	63480	62575	62965	107188	193879	5
2020.03.23	17:15:00	62965	64415	62895	63865	68547	128848	5
2020.03.23	17:30:00	63870	64190	63460	63915	59313	99743	5
2020.03.23	17:45:00	63910	63965	63645	63920	17692	40128	5
2020.03.24	09:00:00	68380	68380	66670	67385	63197	115055	5
2020.03.24	09:15:00	67080	67590	66750	67430	116765	174563	5
2020.03.24	09:30:00	67430	68090	67365	67825	108012	173346	5
2020.03.24	09:45:00	67825	68500	67525	68455	119998	207619	5
2020.03.24	10:00:00	68455	68980	68000	68720	119648	206131	5
2020.03.24	10:15:00	68730	69315	68555	69255	91016	166425	5
2020.03.24	10:30:00	69260	69395	68640	68700	142221	248041	5
2020.03.24	10:45:00	68705	69250	68315	68905	159489	286801	5
2020.03.24	11:00:00	68910	69285	68435	69260	141083	260858	5
2020.03.24	11:15:00	69265	69385	69120	69320	61588	120008	5
2020.03.24	11:30:00	69325	69405	69210	69315	44909	99811	5
2020.03.24	11:45:00	69315	69375	68945	69235	57335	118026	5
2020.03.24	12:00:00	69235	69405	69140	69405	32779	73929	5
2020.03.24	12:15:00	69405	69405	69405	69405	363	1420	5
2020.03.24	12:30:00	69405	69405	69405	69405	127	315	5
2020.03.24	12:45:00	69405	71700	69405	71700	2433	10186	5
2020.03.24	13:00:00	71425	71430	70620	70740	63918	146805	5
2020.03.24	13:15:00	70740	71575	70700	71505	66781	148354	5
2020.03.24	13:30:00	71500	71575	71165	71490	64523	136631	5
2020.03.24	13:45:00	71485	71490	70910	70960	67367	146680	5
2020.03.24	14:00:00	70960	71060	69260	69830	141719	290916	5
2020.03.24	14:15:00	69835	70195	69145	69885	120843	239026	5
2020.03.24	14:30:00	69885	70285	69660	69795	94373	181269	5
2020.03.24	14:45:00	69795	70050	69410	69555	93740	182212	5
2020.03.24	15:00:00	69560	69815	69190	69320	85921	169486	5
2020.03.24	15:15:00	69320	70445	69225	70270	116330	235527	5
2020.03.24	15:30:00	70270	70650	70030	70440	100265	206598	5
2020.03.24	15:45:00	70435	70525	69890	70445	105458	225060	5
2020.03.24	16:00:00	70440	70455	70000	70335	84866	175596	5
2020.03.24	16:15:00	70335	70405	69860	70045	88194	183334	5
2020.03.24	16:30:00	70050	70490	69760	70380	91509	196508	5
2020.03.24	16:45:00	70380	70500	70030	70220	103857	233757	5
2020.03.24	17:00:00	70215	70230	69595	70055	84112	175352	5
2020.03.24	17:15:00	70050	70140	69645	69850	44843	95502	5
2020.03.24	17:30:00	69845	70170	69725	69785	38362	80745	5
2020.03.24	17:45:00	69785	69840	68720	69000	29849	70406	5
2020.03.25	09:00:00	68510	69230	67740	67975	67841	136082	5
2020.03.25	09:15:00	67980	68650	67950	68245	113205	190850	5
2020.03.25	09:30:00	68240	69075	68235	68980	131644	226257	5
2020.03.25	09:45:00	68970	69015	68420	68780	111338	202699	5
2020.03.25	10:00:00	68785	69665	68515	69590	125800	234435	5
2020.03.25	10:15:00	69580	70795	69570	70395	183019	331174	5
2020.03.25	10:30:00	70395	71690	69820	71255	212328	385222	5
2020.03.25	10:45:00	71255	71320	70205	70445	201894	373685	5
2020.03.25	11:00:00	70445	70680	69870	69925	170931	343769	5
2020.03.25	11:15:00	69930	70880	69835	70535	193170	395526	5
2020.03.25	11:30:00	70535	71480	70485	71175	174559	377180	5
2020.03.25	11:45:00	71175	71935	70980	71875	179636	387798	5
2020.03.25	12:00:00	71875	72460	71725	71805	156759	335777	5
2020.03.25	12:15:00	71810	72675	71610	72165	153492	330212	5
2020.03.25	12:30:00	72170	72380	71535	71760	151475	316617	5
2020.03.25	12:45:00	71765	72385	71550	72275	128269	272103	5
2020.03.25	13:00:00	72275	73365	72225	73260	145349	326460	5
2020.03.25	13:15:00	73260	73780	73165	73515	115376	269025	5
2020.03.25	13:30:00	73510	74095	73265	74045	127012	295054	5
2020.03.25	13:45:00	74040	74425	73710	74200	139807	321946	5
2020.03.25	14:00:00	74200	75450	74070	75155	151335	363630	5
2020.03.25	14:15:00	75160	75870	75075	75825	123561	284658	5
2020.03.25	14:30:00	75825	76685	75620	76625	120280	280156	5
2020.03.25	14:45:00	76625	76800	75870	76355	105039	237869	5
2020.03.25	15:00:00	76350	76620	75315	76055	145479	305569	5
2020.03.25	15:15:00	76060	76355	75680	75990	74010	158492	5
2020.03.25	15:30:00	75990	76085	75150	75675	133221	280646	5
2020.03.25	15:45:00	75680	76475	75565	76320	124034	271355	5
2020.03.25	16:00:00	76325	76765	75940	76175	121356	272875	5
2020.03.25	16:15:00	76185	76465	75770	75990	109832	238645	5
2020.03.25	16:30:00	75990	76500	75980	76200	90049	209607	5
2020.03.25	16:45:00	76200	76230	74760	74925	150915	331667	5
2020.03.25	17:00:00	74925	75290	74230	74470	79314	175904	5
2020.03.25	17:15:00	74485	74760	73815	74365	52879	104201	5
2020.03.25	17:30:00	74360	74635	73980	74260	38199	73837	5
2020.03.25	17:45:00	74255	74860	74210	74600	14462	36979	5
2020.03.26	09:00:00	73100	73500	72215	72315	87404	158812	5
2020.03.26	09:15:00	72320	73250	72225	72785	123661	226740	5
2020.03.26	09:30:00	72785	75525	72280	75525	39839	83886	5
2020.03.26	09:45:00	75395	75395	74190	75130	80953	152476	5
2020.03.26	10:00:00	75130	76470	74635	76390	163617	303853	5
2020.03.26	10:15:00	76385	77065	75795	77005	144165	285196	5
2020.03.26	10:30:00	77005	78140	76840	77735	245560	488375	5
2020.03.26	10:45:00	77740	78555	77050	78240	195418	389260	5
2020.03.26	11:00:00	78235	78470	77775	77935	143390	301457	5
2020.03.26	11:15:00	77935	78335	77605	77820	154657	329911	5
2020.03.26	11:30:00	77815	78425	77725	78195	133209	278872	5
2020.03.26	11:45:00	78200	78500	77120	77705	175051	379126	5
2020.03.26	12:00:00	77700	78185	77360	77810	144161	300220	5
2020.03.26	12:15:00	77810	78410	77780	78335	99002	226238	5
2020.03.26	12:30:00	78340	78850	78255	78470	137402	329000	5
2020.03.26	12:45:00	78475	78495	77680	77940	131872	314860	5
2020.03.26	13:00:00	77940	78135	77465	77495	109625	260322	5
2020.03.26	13:15:00	77495	77915	77240	77640	123711	291761	5
2020.03.26	13:30:00	77635	77820	76650	76765	128380	288090	5
2020.03.26	13:45:00	76760	77220	76315	76680	143787	315774	5
2020.03.26	14:00:00	76680	77090	75620	75800	170369	357743	5
2020.03.26	14:15:00	75800	76470	75510	76120	165947	341537	5
2020.03.26	14:30:00	76115	76580	75670	76570	111234	235228	5
2020.03.26	14:45:00	76570	77210	76215	76370	163728	355118	5
2020.03.26	15:00:00	76375	76950	75670	76005	170507	352744	5
2020.03.26	15:15:00	76005	76980	75815	76665	157253	298768	5
2020.03.26	15:30:00	76670	77570	76655	76885	178997	363177	5
2020.03.26	15:45:00	76895	77650	76885	77360	149460	292461	5
2020.03.26	16:00:00	77360	77440	76350	76440	140445	277875	5
2020.03.26	16:15:00	76440	77185	76195	77160	137146	290827	5
2020.03.26	16:30:00	77150	77525	76615	77145	157410	358094	5
2020.03.26	16:45:00	77145	78155	76790	78080	179525	400593	5
2020.03.26	17:00:00	78085	78250	77205	77705	113957	267330	5
2020.03.26	17:15:00	77700	77880	77025	77570	63112	149341	5
2020.03.26	17:30:00	77575	77750	77310	77520	31255	70759	5
2020.03.26	17:45:00	77515	77950	77500	77650	20516	46057	5
2020.03.27	09:00:00	74760	75170	74240	74360	100955	167744	5
2020.03.27	09:15:00	74365	75435	74090	75255	153504	250436	5
2020.03.27	09:30:00	75260	75590	73745	73770	215841	348292	5
2020.03.27	09:45:00	73775	74395	73555	73850	164413	272336	5
2020.03.27	10:00:00	73855	74095	73175	73330	158838	279131	5
2020.03.27	10:15:00	73330	73925	73255	73430	148119	279814	5
2020.03.27	10:30:00	73435	74050	72930	73060	220121	444177	5
2020.03.27	10:45:00	73060	73830	73055	73780	155315	337449	5
2020.03.27	11:00:00	73785	74540	73380	74285	172980	370985	5
2020.03.27	11:15:00	74285	74490	73795	73895	141975	320685	5
2020.03.27	11:30:00	73890	73915	73220	73670	148732	346489	5
2020.03.27	11:45:00	73675	74470	73380	74375	143078	318942	5
2020.03.27	12:00:00	74370	75100	74370	74645	130135	297698	5
2020.03.27	12:15:00	74645	75195	74195	74370	150057	344405	5
2020.03.27	12:30:00	74370	74725	73835	73960	142936	325619	5
2020.03.27	12:45:00	73960	74290	73500	73550	133090	308802	5
2020.03.27	13:00:00	73555	74020	73395	73735	119080	269396	5
2020.03.27	13:15:00	73740	74220	73600	74010	113488	246541	5
2020.03.27	13:30:00	74010	74405	73785	74285	92418	198839	5
2020.03.27	13:45:00	74285	74300	73685	74110	110153	253928	5
2020.03.27	14:00:00	74110	74605	73765	73885	115995	280253	5
2020.03.27	14:15:00	73885	73995	73455	73535	118464	277130	5
2020.03.27	14:30:00	73535	74460	73435	74295	137075	334894	5
2020.03.27	14:45:00	74290	74390	73940	74125	104785	256684	5
2020.03.27	15:00:00	74125	74305	73845	74285	88779	225849	5
2020.03.27	15:15:00	74285	74925	74285	74745	130319	324075	5
2020.03.27	15:30:00	74745	75080	74490	74555	103483	250683	5
2020.03.27	15:45:00	74555	74955	74275	74880	109239	280258	5
2020.03.27	16:00:00	74875	75440	74625	75095	125048	322588	5
2020.03.27	16:15:00	75090	75810	75055	75525	115446	298031	5
2020.03.27	16:30:00	75520	75645	74325	74405	151715	385026	5
2020.03.27	16:45:00	74400	74560	72670	72760	184291	409532	5
2020.03.27	17:00:00	72760	73515	72500	73345	116002	263613	5
2020.03.27	17:15:00	73340	73390	72650	73140	46039	101941	5
2020.03.27	17:30:00	73145	73570	72950	73360	39901	88409	5
2020.03.27	17:45:00	73355	73550	73030	73450	15507	37091	5
2020.03.30	09:00:00	73400	73995	72820	73770	113059	211428	5
2020.03.30	09:15:00	73770	74180	73635	74085	121577	234123	5
2020.03.30	09:30:00	74085	74385	73970	74125	106717	215177	5
2020.03.30	09:45:00	74130	74335	73720	74230	159236	307934	5
2020.03.30	10:00:00	74230	74845	73625	74790	182044	355849	5
2020.03.30	10:15:00	74795	74980	74455	74835	156527	305360	5
2020.03.30	10:30:00	74835	75130	73775	73885	204803	454157	5
2020.03.30	10:45:00	73880	74115	73080	73475	195995	442706	5
2020.03.30	11:00:00	73475	73835	73170	73680	189499	400412	5
2020.03.30	11:15:00	73680	74310	73550	73720	175223	380119	5
2020.03.30	11:30:00	73720	74465	73595	74250	152607	348364	5
2020.03.30	11:45:00	74245	74500	73915	74080	138698	309492	5
2020.03.30	12:00:00	74075	74625	73965	74385	124710	289125	5
2020.03.30	12:15:00	74390	74595	74075	74490	102154	239434	5
2020.03.30	12:30:00	74490	74615	73890	74070	115828	272324	5
2020.03.30	12:45:00	74075	74310	73820	74160	106436	242179	5
2020.03.30	13:00:00	74155	74180	73630	73975	113056	273560	5
2020.03.30	13:15:00	73970	74690	73920	74585	117264	307965	5
2020.03.30	13:30:00	74585	74920	74285	74675	110986	282402	5
2020.03.30	13:45:00	74680	75035	74540	74985	105372	273523	5
2020.03.30	14:00:00	74985	74990	74550	74685	98085	255146	5
2020.03.30	14:15:00	74685	74940	74675	74820	78178	206799	5
2020.03.30	14:30:00	74820	74865	74420	74490	92181	246677	5
2020.03.30	14:45:00	74490	74740	74315	74415	109491	281026	5
2020.03.30	15:00:00	74415	74545	73865	73975	112412	303582	5
2020.03.30	15:15:00	73975	74410	73765	74395	138215	349485	5
2020.03.30	15:30:00	74400	74770	74250	74740	106146	285495	5
2020.03.30	15:45:00	74745	74810	74140	74405	131440	333423	5
2020.03.30	16:00:00	74400	74915	74270	74845	107811	284349	5
2020.03.30	16:15:00	74840	74995	74335	74465	144262	372839	5
2020.03.30	16:30:00	74470	74805	74220	74715	128804	339016	5
2020.03.30	16:45:00	74710	74880	74470	74525	121434	320683	5
2020.03.30	17:00:00	74525	74820	74360	74785	76267	200003	5
2020.03.30	17:15:00	74785	74890	74595	74710	43368	119054	5
2020.03.30	17:30:00	74710	74930	74630	74665	33606	89107	5
2020.03.30	17:45:00	74670	75160	74655	75160	25050	63513	5
2020.03.31	09:00:00	75100	75105	74305	74470	79501	169271	5
2020.03.31	09:15:00	74470	74550	74115	74315	101799	236144	5
2020.03.31	09:30:00	74315	74500	74065	74210	118319	270783	5
2020.03.31	09:45:00	74205	74315	73900	74170	117191	278771	5
2020.03.31	10:00:00	74170	74500	74100	74370	112116	264144	5
2020.03.31	10:15:00	74370	74785	74160	74685	143498	344116	5
2020.03.31	10:30:00	74685	74875	74325	74335	191523	475878	5
2020.03.31	10:45:00	74330	74370	73735	74030	167530	446652	5
2020.03.31	11:00:00	74030	74645	74000	74590	116204	319291	5
2020.03.31	11:15:00	74595	74825	74360	74510	132186	380372	5
2020.03.31	11:30:00	74515	74970	74505	74860	131245	369873	5
2020.03.31	11:45:00	74860	75095	74755	74880	114132	337435	5
2020.03.31	12:00:00	74880	75270	74610	75150	130209	369076	5
2020.03.31	12:15:00	75145	75365	74875	75335	121507	330152	5
2020.03.31	12:30:00	75340	75485	75245	75470	84867	234383	5
2020.03.31	12:45:00	75465	75485	75135	75175	87022	241700	5
2020.03.31	13:00:00	75175	75230	74890	74965	99879	277772	5
2020.03.31	13:15:00	74965	75035	74420	74620	99028	280556	5
2020.03.31	13:30:00	74620	74650	74100	74255	117821	309406	5
2020.03.31	13:45:00	74255	74495	74115	74160	94830	253372	5
2020.03.31	14:00:00	74160	74345	73870	74195	123140	348420	5
2020.03.31	14:15:00	74195	74220	73905	74080	87598	245255	5
2020.03.31	14:30:00	74075	74310	73920	74110	104226	297422	5
2020.03.31	14:45:00	74110	74180	73810	74155	98480	279807	5
2020.03.31	15:00:00	74160	74350	74040	74125	87779	254171	5
2020.03.31	15:15:00	74125	74220	73935	74210	82386	247530	5
2020.03.31	15:30:00	74205	74450	74085	74360	89776	266369	5
2020.03.31	15:45:00	74360	74380	74065	74200	93536	264151	5
2020.03.31	16:00:00	74200	74320	73610	73690	98014	279595	5
2020.03.31	16:15:00	73690	73765	72190	72580	186475	478969	5
2020.03.31	16:30:00	72575	72985	72525	72890	114577	316269	5
2020.03.31	16:45:00	72895	73105	72595	72900	120025	346585	5
2020.03.31	17:00:00	72900	72980	72200	72200	64247	199747	5
2020.03.31	17:15:00	72200	72560	72200	72465	39817	119701	5
2020.03.31	17:30:00	72460	72540	72255	72385	34353	103928	5
2020.03.31	17:45:00	72390	72455	71880	71950	24881	73499	5
2020.04.01	09:00:00	69925	69980	68870	68965	85777	195481	5
2020.04.01	09:15:00	68970	69735	68970	69635	105874	233107	5
2020.04.01	09:30:00	69640	69935	69585	69835	97710	221434	5
2020.04.01	09:45:00	69835	70185	69625	69760	133983	299685	5
2020.04.01	10:00:00	69760	70255	69650	69775	131450	297396	5
2020.04.01	10:15:00	69775	69885	69510	69710	125417	273571	5
2020.04.01	10:30:00	69715	70655	69500	70470	218813	514899	5
2020.04.01	10:45:00	70470	70800	70175	70700	135170	330607	5
2020.04.01	11:00:00	70700	70950	70295	70600	162937	404896	5
2020.04.01	11:15:00	70600	70950	70320	70345	129840	348177	5
2020.04.01	11:30:00	70345	70760	70155	70460	153865	402504	5
2020.04.01	11:45:00	70460	70915	70455	70725	124092	324332	5
2020.04.01	12:00:00	70725	71155	70575	70940	126421	339027	5
2020.04.01	12:15:00	70935	71105	70520	70590	109882	297496	5
2020.04.01	12:30:00	70585	70725	70310	70460	107409	291656	5
2020.04.01	12:45:00	70460	70625	70260	70405	87907	230545	5
2020.04.01	13:00:00	70395	70450	69880	70045	120275	315903	5
2020.04.01	13:15:00	70045	70095	69780	69900	97175	252575	5
2020.04.01	13:30:00	69900	70065	69560	69670	97969	272364	5
2020.04.01	13:45:00	69670	70050	69425	69835	104917	303583	5
2020.04.01	14:00:00	69835	70410	69780	70260	113692	319980	5
2020.04.01	14:15:00	70265	70640	70160	70570	108243	310134	5
2020.04.01	14:30:00	70575	70775	70230	70710	112831	320642	5
2020.04.01	14:45:00	70705	71290	70540	71175	119347	355817	5
2020.04.01	15:00:00	71170	71570	71110	71295	117384	342671	5
2020.04.01	15:15:00	71295	71440	70800	70995	121048	333012	5
2020.04.01	15:30:00	71000	71400	70705	71075	122336	336831	5
2020.04.01	15:45:00	71075	71290	70730	70785	107223	288970	5
2020.04.01	16:00:00	70785	71225	70575	70910	140096	367051	5
2020.04.01	16:15:00	70905	71095	70595	70730	84516	235885	5
2020.04.01	16:30:00	70725	70940	70080	70195	130506	369262	5
2020.04.01	16:45:00	70195	71040	70190	70900	150069	422420	5
2020.04.01	17:00:00	70900	70995	70740	70765	44386	132518	5
2020.04.01	17:15:00	70760	70965	70515	70930	49756	138861	5
2020.04.01	17:30:00	70935	71415	70830	71250	52929	135230	5
